no,teks,sosmed,labels
238,Genz di kantor w (termasuk w) lebih mampu bertanggung jawab meski banyak sakitnya. Nyang sebelumnya ma ngantor doang kerja kaga. Wakwaw.,x,Positif
239,Bebas atur waktu bisa kerja di mana aja plus penghasilan yg ngga terbatas! Millennials &amp,x,Positif
240,genz mulu ajg disalahin noh liat mentornya genz juga kebanyakan pasti bukan genz. salah siapa ya kalo kaya gitu. namanya orang baru kerja juga bgga tau harusnya gmn,x,Negatif
241,Jobdesk awur an gapernah bisa ngatur stategi yg tepat dikira bakal diem aja gitu wkwkwk yagaklah. Kadang gaji telat bikin maless buat kerja tapi mau gmn udah terpaksa dulu kg pernah nyenggol kenapa genz pasa modelan begini semua ya kerjanya tergantung perlakuan sih.,x,Negatif
242,Bacot genz genz gw genz malemnya opname siangnya tetep masuk kerja anjeng jgn bilang ak gkbs keja,x,Negatif
243,Halah ppek. Genz selalu dijadikan samsak sama boomers dan milenial. padahal banyak juga noh generasi2 SOK SENIOR ini pada gabisa kerja.,x,Negatif
244,akan ku rt ini tweet stiap kali sebel sama rekan kerja ku dedek genz jalur ordal :D,x,Negatif
245,EH BABI DI KANTOR GUE MAH GENZ MALAH YG KERJA KERAS KOCAK SENIOR² TAIK CUMAN LEHA² SAMA JADI PENJILAT KOCAK. GAUSAH GENERALISIR TOLOL,x,Positif
246,I'm not gen z tapi lucu aja di kantor yang millenial kelahiran 80-an suka ngeluh anak genz kerjanya ga becus padahal mereka pun sama aja. Suka kerja yang ga praktis demen nyuruh nyuruh kalau protes nyalahin genz. Duh generasi apa aja mah sama kalau diri sendiri gak kompeten,x,Positif
247,@JO1addict Gw jga gak takut sih. Ngapain takut kalo kita kerja sesuai aturan dan bos oke ama kerjaan gw cuman mewaspadai kalo orgnya lagi kondisi emosi or mumet gw kudu ngerti handlenya. Nah genz ini gak mau tau soal beginian.,x,Negatif
248,@folkorev Di tempatku gak ada batasan umur be. Gw masuk pas umur 30+ loh. Boss cuman mau lu kerja bener dan ngerti yg dia omong terus beres deh urusan. Gw gak tau ya adek gw genz itu emang ngeyelan be. Terus gak ada takutnya. Cuman ada yg kalo dibilangin ,x,Negatif
249,halah generasi tua kalo genz pinter kerjanya trs berani juga egonya kesentil aowkaowk padahal sama aja di generasi u ga semua bisa kerja keliatan kerja iya aslinya meh,x,Positif
250,@tanyakanrl Gue genz tapi sopan ke siapapun di lingkup formal dan ke siapapun yg memangnya harus dihormati. Bahkan yg lebih muda dari gue tetep gue perlakukan hormat krn menurut gue di dunia kerja itu sektor formal. So stop generalisir ya mohon maap,x,Positif
251,Sekali kerja ama genz. Menurutku mereka lebih ke keras kepala dan ngeyelan gak punya takut pula gw sih oke2 aja toh tinggal kasih tau dan kalo salah ya gw omelin lah. bu boss yg gak tahan akhirnya di berhentikan.,x,Negatif
252,Aku masuk kerja di tempat yang sekarang bareng dengan 11 orang 5 dintaranya adalah genZ dan 1 dari 5 orang tadi kerjanya ga pernah bener. Tapi kesimpulanya lebih banyak yang kerjanya bener,x,Positif
253,iya maaf ya genz cuma bs ngabisin duit gabisa kerja,x,Negatif
254,aku. aku bisa kerja bener. tp emg aku mengakui kerjaan gen z ngasal partnerku genz cuek bgt sm kerjaan. ya gaperlu smpe gmn gmn ya table excel gaada garisnya dia biarin dahal apa salahnya nambahin garis biar rapi.. ada waktu luang gmw nyicil kerjaan seringkali laporan yg-,x,Negatif
255,@yellyheart_ @worksfess Bangke ya orang orang yang kaya gini malah yang bikin gen z jelek gen z yang orang liat yang di kantoran doang si sedangkan gua yang kerja di proyek banyak di sekeliling gua genz 2005 2006 yang abis lulus sma ngerantau kerja di pro,x,Negatif
256,Millenial juga sama. Koordinasinya jelek. Masa gue genz disuruh jadi jembatan mereka . Gue kan stigmanya gak bener kerja masa jadi komunikator antara dua orang yang konflik sih. Dasar orang dewasa aneh Manajemen konfliknya jelek.,x,Negatif
257,Ga ada kak 5 tahun lagi Indo kiamat soalnya genz nya ga bisa kerja.,x,Negatif
258,GW KERJA BENER ANJ MALAH BOSS GW YG GENZ JUGA ITU YG KERJAANNYA TANTEUM GAJELAS (bkn mamager skrg),x,Negatif
259,@Ollasahdigagas thank God staffku GenZ pada nisa kerja bener,x,Positif
260,aku kelahiran 2001 pas kerja mau sakit atau engga pasti di usahain masuk mau izin ada keluarga meninggal aja takut dan akhirnya ga jadi izin. jangan bawa bawa genz pak ga semua begitu,x,Positif
261,@tanyarlfes Kalo mo awet kerja jangan Starup Ada kemungkinan bisa berubah 180derajat dalam waktu singkat. Enaknya ilang semua.. percayalah.. perusahaan labil kek genz,x,Negatif
262,@gyuloveurin_ IH KOCAK SEMANGAT KERJA GENZ ,x,Positif
263,punya bawahan genz tuh sesuatu banget deh outspoken lantang gamau diganggu diluar jam kerja tapi makan siang dateng telat melulu dikasih beban kerjaan ngeluh terus submit kerjaan h-1 menit sebelum pulang alhasil yang beresin kerjaannya atasannya meluluuuuu,x,Negatif
264,Genz lemah genz lemah nih gw nangis secamour aduk gini terus besoknya harus kerja kadang ketemu beberapa orang yang bikin kesel,x,Negatif
265,Pejabat pembantu Presiden dan sekelas nya jaman genz sekarang benar-benar gak faham porsi kerja nya. Semrawut sekali.,x,Negatif
266,GenZ susah beli rumah ya salah satunya karena nganggep indonesia cuma jawa atau merasa bahwa kesemparan mendapatkan kerja yg layak cuman bisa didapatkan di jawa. Tapi ujungnya sih di pemerintah yg salah. Pembangunan beragam fasilitas masih fokus di jawa doank.,x,Negatif
267,Miris sekali genZ ini. Mintanya kerja enak gaji besar wfh. Waktu dikasih kerjaan enak bilang ga pashionnya. Taiiikkkk,x,Negatif
268,@GabRey99 Gen Z juga pilih pilih kerjaan dan ga mau kerjaan target Pernah nawarin kerjaan ke genz sebagai promotor handphone gapok umr smrng 2024 + insentif Ratabrata promtoorku income 4 5 - 6 jutaan per bulan Si gen z ini milih kerja d jdi fl vapestore d,x,Negatif
269,UT dengan ucapannya terhadap GenZ sulit dapet kerja ,x,Negatif
270,@_AmranFans Kerajaan tak pandai buat kerja tak pandai jaga negara tu yg ekonomi tak ok ahli ketimbang,x,Negatif
271,@nurdin_syamsull @tirta_cipeng Pffyyy asuuuk piala emas jaman Genz blom lahiran ampe udah pada kerja mungkin ada yg dah nikah gak tau tuh ada piala kuning gt ,x,Negatif
272,Akulah si genZ itu. Kerja baru seminggu udah kepikiran mau resigm aja,x,Negatif
273,@haaniibaanii apaansiii di jamanan dia gaada konversi kali jadi kudet wkwkwk aku jg waktu interview kerja digituin disebut kamu gen z kan? apalagi genz terkenal dengan anu anu gituu nyebelin bgtt disitu aku lgsg bete. karna kan ga semua gen z begituu,x,Negatif
274,Mau ngelamar kerja kriteria minimal S1 fresh graduate ujung2nya yg diterima cuma 10 org dr ratusan pelamar. Jadi petani anak muda genZ mana mau kerja panas2an walau sekali panen hasilnya banyak. Orang main kripto bisa profit makan dr hasil kripto juga bisa,x,Negatif
275,Capek bgt dah ketemu mulu sm modelan genz yang kalo kerja udah di jelasin harus di jelasin berulang ulang terus harus di suapin gak sat set inisiatif nya gak ada. CAPEKKKKKK GUE TUH JUGA PUNYA KERJAAAAAAAAAN SENDIRI. KALO LU GANGGU MULU KERJAAN GUE GAK KELAR2 BAJIGUR.,x,Negatif
276,genz abis kerja sesuai jobdesc alias cuma hafal lirik masing2,x,Negatif
277,aku kerja yg tiap harinya pst selalu ketemu nama orang yg lucu-lucu. gk ada yg aneh ya menurutku nama itu. paling kuingat banget ketemu anak genZ yg namanya itu 'The Best Firdaus' ortunya pasti sebangga itu karna ngasi nama anaknya begitu tp kadang nama jg jadi beban buat anak.,x,Positif
278,inilah alasan knp gue sebut jaman skrg nyari kerja modal 'ordal'. meski bahasanya disini koneksi ttp aja org yg kerja udh dikenal (wlpun dr salah satu anggota keluarganya). udh langka tuh yg kyk dlu org random gakenal seluk beluk dll. mau blg kocak tp genz yg menciptakan ini,x,Negatif
279,@piscthacio Yang ngedit pasti genZ soalnya kerja sesuai mood,x,Negatif
280,@tanyarlfes Keluhan HRD soal genZ yaitu mereka belum siap bekerja dalam sistem dan organisasi perusahaan. Jadinya baru sebulan seminggu bahkan beberapa hari kerja udah out. Katanya burnout underpaid gak work life balance. Kayaknya genZ butuh lebih digembl,x,Negatif
281,Salah satu hal yang bikin males kerja sama genZ. Tampilan profil whatsappnya begini Berasa chatan sama akun bodong tau gak https://t.co/T5VTmBENFb,x,Negatif
282,Hummmm .... Tim design creative YG masih nyampur keknya ada yang boomer dan genZ. Kemaren waktu drop foto pertama jelek bat kek Canva tuh Kerjaaa di boomer keknya si genZ lagi cuti. Semoga kedepannya si genZ aja yg banyak kerja ,x,Positif
283, Genz: pukul 7pm kerja pukul 6.30pm baru bagitahu mc. ↔️,x,Negatif
284,@tanyarlfes Genz utang buat nyicil iphone goblok paylater barang barang ga jelas tolol utang utang lu napa pemerintah yg nanggung ngotak woy kerja capek dikit ngeluh minta gaji gede attitude gak ada kopong,x,Negatif
285,@RunId17 @tanyarlfes genZ itu banyak bgt yg pinjol buat gaya hidup bukan buat kebutuhan trs minta presiden lunasin hutangnya gila kali kerja sana woy masi muda juga petani nelayan di desa jls mereka pinjem uang buat apa lagian dibebasinnya biar mereka ga ,x,Negatif
286,Genz yg lu ambil tuh 1 diantara ribuan org. Banyak yg underpaid kerja gk ngotak dan kerjaan gila dibalik kata magang. Karena apa? Karena para milennial mau merekrut karyawan tapi gk mau bertanggung jawab Genz pun mau kerena terpaksa. Susah nyari kerjaan anjing.,x,Negatif
287,@Rizkihadi @Ichavarma_ wkwkw genz mana yg gak paham? di lingkungan gue anak-anak genz pada mati matian kerja apa aja cari pengalaman biarpun underpaid bahkan ada yg cuma gaji 1 5 juta tetep dijalanin sok tau anjir.,x,Positif
288,@jahra29_ @xquitavee Lu genz Tolol ngak sih. Lu kocak ada wapres kerja di kira main². Gak kerja di bilang males mau mu apa makn tai gihhh kalau masih laper,x,Negatif
289,Jangan Mengecilkan Gen Z Generasi Kreatif yang Siap Berkembang Di Dunia Kerja https://t.co/6HtBwU4nDE #GenZ,x,Positif
290,@gigikwonfire YAKAN ASTAGA statement genz kerja sesuai mood tuh bener juga kalo dipikir ,x,Negatif
291,@Boediantar4 Nasib genZ kyk gini nyinyir terusssas cari uang tuh kerja hasil keringat gak bikin adu domba sesama rakyat......,x,Negatif
292,@sosmedkeras udah kyk GenZ kalo nglamar kerja aja blm punya experience udah minta gaji gedhe mentri aja gini apa iya msh salahnya GenZ?,x,Negatif
293,Gen Z tantangan terbesar dalam mencari kerja seringkali datang dari dalam diri. Jangan biarkan overthinking &amp,x,Positif
294,Boomer ngatain genz moodyan pas kerja tapi fakta lapangan malah mereka yg suka marah² ga jelas ngelimpahin kerjaan ke junior GAPTEK n bersikap kaya penguasan planet‍️,x,Negatif
295,@howluckyfifii eranya genZ masuk dunia kerja tapi masih banyak yg pengen dianggap bocil,x,Negatif
296,Problem:Tingkat pengangguran tinggi Penyebab: Jumlah loker tidak sebanding dengan jumlah pencari kerja GenZ generasi manja tolol gapunya otak pengennya disuapin gapunya critical thinking gapunya problem solving,x,Negatif
297,@arojgan Kita Milenial punya partner kerja GenZ gk ada yg namanya stres. Kerja ya kerja istirahat ya istirahat stres ya liburan lah bang mendaki Rinjani yok ok siap atur jadwalnya kita rapel cutinya berangkat ,x,Positif
298,hal yg bikin genz semangat kerja : word of affirmation asli kl dpt pujian dr atasan tuh rasa ingin trs berkembang + ningkatin skill gede tau ky hal sekecil 'ih kerja km oke kerja km cepet bagus nih idenya makasih ya udah bantu backup blablabla merasa dihargai aja gt : ),x,Positif
299,pernah juga pas ngeinterview genZ ak tanya mba kira2 bisa mulai kerja kapan ya? dia jawab besok tidak apa apa Pak aku jwb Ya sudah besok mulai training ya? trus dia bales harus training dulu ya pak? LAAAAAAAAAAAAAAAAAAAH wkwkwkwkwkwkw,x,Negatif
300,kerja tiap hari capek Resign. Giliran udh nganggur ngeluh gabut -genz,x,Negatif
301,Kerja ama genZ emg bgini apa gmn ya? 2x ganti orang slowres bgt ditanya soal kerjaan gw kan kerjanya remote ya.. klo gk dijawab2 bisa2 gw gk kerja2 hadeehhh .,x,Negatif
302,Punya temen kerja genZ sih enak-enak aja awet enom raenak e disengeni atasan sitik nanges sitik nanges ‍,x,Negatif
303,WKWKWKWKWK hari ini kidding pa diding njirrr. Walaupun aku juga GenZ + umur masih kecil tapi aku lihat yang umurnya lebih muda dari aku kek kemlinti banget njirrrr apalagi yang baru masuk di dunia kerja kuli pabrik Kalo soal ngeluh tiap hari aku juga ngeluh,x,Negatif
304,jujur capek dah kerja bareng anak genz ,x,Negatif
305,@schasyana Negara ini kelak akan bubar ketika genz dan alpha sudah menggantikan generasi sebelum2nya secara penuh. Gak bs dan gak becus kerja otaknya tumpul pemalas mager byk ngeluh lembek kecanduan bokep pinjol judol gaming dan onlen. ,x,Negatif
306,gw sebagai genz beneran terwakilkan bjir di trend genz kerja bener2 setiap gw kerja selalu sambil misuh2 wkwk,x,Negatif
307,@rachaspace maaf genz kerja sesuai mood,x,Negatif
308,Separah itu kelakuan anak magang genz di kantor kyk lu kalau gamau kerja gausah nyet. Bawaanya ngebantah mulu pen gue hantem pakek keyboard palanya ️,x,Negatif
309,@tanyakanrl genz ingin work life balance. kerja mulu males ,x,Negatif
310,Lagi lagi genz seumur umur gw kerja jadi genz temen temen gue gada yang gini sih malah pada pinter pinter kreatif abis dan sopan sopan banget,x,Positif
311,Aku sudah menerima kalo aku adalah genZ dimana aku kerja sambat terus Gak kerja stress Takut Gak perpanjang kontrak Kerja juga mental gak stabil Emang gak mari mari siklus hodup sambat ini,x,Negatif
312,@IudexOtter @sosmedkeras Yg bilang aku serius cm org rakus yg mau pressing budget biar untung banyak tp berlindung di balik isu genZ lemah manja klo kerja mandang gaji,x,Positif
313,ya Allah aku ngakakin trend GenZ kerja jadi apa apa kek relate bgt sifat sifatnya,x,Negatif
314,@FirdaRizkyK Beberapa kali kerja sama genz pemikiran nya masih kayak bocah labil ga berpendirian gabisa bertanggung jawab tp ini cuma yg pernah kerja bareng aja ya ga bilang semua genz gini. Jadinya boss udah cape buat rekrut genz ,x,Negatif
315,jujur cape bgt ortu ngirimin video yg ngejelekin genZ di dunia kerja mulu apalagi ada kalimat di videonya yg bilang jangan jangan lowongan kerja bukan dikit tp yg dikit genZ yg siap bekerja ,x,Negatif
316,kerja sm anak anak genz gak perlu berusaha bgt buat komunikasi kek yaudah ngalir azaaa pembahasan jomokkk,x,Negatif
317,Gilaaaa ini genz kenapaaaa slowres semua baru pd respon jam 11 udah gilaaa sii ni kerja ky gini bobrok banget,x,Negatif
318,kmrn di tmpt kerja (lingkungan pendidikan) pd bilang iya yah kenapa ya anak2 skrg kek dikit2 ngeluh toxic lah mental breakdown lah nadanya emg becanda dn karna gw satu2nya genz blio blg generasi anda tuh i mean.. it's not my fault that YOUR gen is scared to speak up‍,x,Negatif
319,@kiranaaday @inisiafi Iyalah saking musuhnya ampe vt gen millenial nyindir genz katanya gabisa kerja banyak banget wkwkwk pdhl mah,x,Negatif
320,Cape batin banget kerja satu tim sama GenZ Jam 3 sore udah badmood anaknya padahal masih banyak kerjaannya ... Kalau ga beli kopi ga vibing lemesss katanya .. Tapi kerjanya ga fokus .. Kalau dikasih tau nggak dengerin capek. #sabar,x,Negatif
321,@jeonwonwoo__177 genz bukan malas ya tapi org tua yg gamau jaoh sm anaknya aku jg pengennya kerja di jkt tapi gabole,x,Negatif
322,yapp kejadian di aku guys HAHA. kebetulan aku baru masuk kerja dan aku adalah satu-satunya genz di dalam company ini. meeting pertama sempet disarkas-in karena ngga bisa apa-apa dan genz terkenal pemalas hari ini saat event sudah selesai. pas loading mereka bener-bener cont-,x,Negatif
323,Anjg gue jd ketawa bgt ngebayangin genz kl ditanya dpt kerja dr mana jawabnya slid into oomfs dm on linkedin,x,Negatif
324,tenang saya tidak ya ini teman saya yg begitu kalau saya mah udah organisasi + kerja lagi kurang keras apalagi jadi genz,x,Positif
325,Guess ga terima ya kalo ini genZ genZ mah kerja cerdas ini sih pure gblk,x,Negatif
326,Genz tae disuruh kerja dikit AI. Mikir dululah!,x,Negatif
327,@DemasDharmesta Ini pada kurang literasi apa gimana?? Jelas masnya cursing genz *yang milih keberlanjutan* bukan semua genz kenapa dahh kalian. Dan emang bener temen kerja gue mostly genz yg kebetulan mereka semua milih wowo which is keberlanjutan rezim.,x,Negatif
328,Hrd bingung kenapa genz kalo kerja cm 6 bln-1 th pindah ya iya wong kontak start-up segitu semua sedangkan kalo mau gampang (g jg si) nyari lompatan kerja ya dari situ,x,Negatif
329,Bingung...genz yg membingungkan nggak cuma ada di dunia kerja gaes di dunia per kpop an pun mereka juga bikin bingung ,x,Negatif
330,@tanyakanrl emang keren sih bisa mengutarakan langsung apa yg harus dikatakan. mungkin ini juga yg jd penyebab genz susah dapet kerja bos2 g suka,x,Negatif
331,ini atasan saya bingung kayanya. sekali kerja mejanya penuh sama gadget. maap namanya juga genz,x,Negatif
332,sumpah ni genz lagi menginvansi bumi semua org kelahiran 2000-2005 sudah kerja anjggggg ,x,Negatif
333,@worksfess genZ ni pada kenapa hal normal kek gini dicurigain. Lo ud terima OL artinya lu ud diterima. HR butuh data2 lu buat bikin BPJS Kes BPJS TK ngitung pajak dll. Napa juga mesti curiga2 mulu ga usah kerja klo hal kek gitu aja masih ngeyel.,x,Negatif
334,Survei: Gen Z Mudah Menangis di Tempat Kerja #GenZ https://t.co/velERbx3Zb,x,Negatif
335, Tau nggak sih Gen-Z generasi yang paling lemah dan sering stress di tempat kerja! Hayooo sering nggak sih dengar pernyataan itu? #GenerationZ #GenZ #Workplace https://t.co/bmm7HJy7k5,x,Negatif
336,Gen z ni ramai yg akal pendek. Kerja nak hentam orang rasa diri paling pandai dan rasa diri paling bagus orang Done tuduh genz pastu orang percaya padahal I petik je HAHAHAHAHAH https://t.co/KSYXqIiLrb,x,Negatif
337,Kadg gw bisa maklum tapi kadg jg pen misuhi kalo kelewat songong. Bisa maklum krn paham genZ ngadepin realitas kek twit terlampir (plus medsos). Gw sbg medioker ijazah blom keluar udah dpt kerja gaji 2x umr jkt genZ skrg sbg FG udah perfect pun blom tentu punya peluang yg sama.,x,Negatif
338,Gak mau fomo nyalahin genZ ato apalah karna selama ini selalu berpegang teguh sama prinsip segala sesuatu tergantung sama orangnya. Tapi beneran ya Allah kerja bareng sama anak kecil itu kudu ekstra sabaaarrrrrr.,x,Negatif
339,Gen z ini makin kesni makin kayak babi semua! Kalo 1 atau 2 orng okelah ini lebih dr 80% yg kerja bareng gue kayak tai semua. Emng mental sosmed tai anjing lo genz!!! Nyusahin orang aja bisanya!,x,Negatif
340,@zalkad Padahal ini genz yg katanya teriak² ga bakal mau lembur kalo ga dibayar ga mau kerja dibawah tekanan krna ngerusak mental health &amp,x,Negatif
341,Ga sedikit kok sebenernya owner2 yg bukan genz pun lebih parah dari ini dulu temenku cerita kerja jadi sosmed specialist ngerangkap jadi host live juga dgn lingkungan kerja yg toxic dan skrg udh resign dia,x,Negatif
342,Itu pun laptop ga boleh keluar dr tmp gw dan hanya dpake buat lamar kerja. Hasilnya sangat efektif. Dia usaha keras dan akhirnya bs kerja setelah ngambek mw nganggur aja selamanya wkwk. Anak GenZ emang unik kudu dceples dl biar bangun sambil dbiarin usaha bt dirinya sndr,x,Positif
343,Ya emang bener kalo boomer bilang genZ itu generasi orang2 males karna apa2 serba praktis tapi mereka lupa kalo kondisi itu juga yg bikin genZ itu orang2nya efisien. Kerja sama boomer yg apa2 maunya di layani bikin kerjaan ga efisien &amp,x,Positif
344,@Mdy_Asmara1701 lah nganggur kok nyalahin pemerintah wkwkw emg gen z nya aja kebanyakan yg tolol. dikasih kerja pilih2 uda kerja enak sehari gak betah lsg minta resign wkwkwkwk genz gen z,x,Negatif
345,Wahai para Gen Z! Terus kejar mimpi dan jangan pernah berhenti. Karena semua yang kamu impikan akan bisa tercapai dengan kerja keras yang mungkin melelahkan #KejarMimpi #KejarMimpiCIMBNiaga #GenZ #KejarMimpiYouth https://t.co/Qe36JvROzm,x,Positif
346,@Mdy_Asmara1701 Sekarang Era Jokowi habis jabatan dan melanggar undang2 Banyak Investor2.. Perusahan.. Pada Relokasi ke negara lain. Juga BUMN.. ada yang mau koleps. Otomatis Banyak pengangguran.. Lapangan kerja tidak ada. Itulah yang dihadapi GenZ sekara,x,Negatif
347,Soalnya pemerintah emang gak ada niatan buat mengurangi hal ini. Bukan genz atau apalah itu yang malas kerja dll. Emang pemerintah aja yang gak peduli dan sibuk bangun dinasti yeah,x,Positif
348,Dulu sempet under estimate genZ soalnya beberapa kali kerja ama GenZ berasa ga cocok surprisingly kehadiran gen z di kantor bawa warna baru ide baru semangat baru.,x,Positif
349,@worksfess Loyalitas .. gw bukan GenZ aja ga mau disuruh lembur sama dinas keluar. Loyalitas matamu! Kita kerja nyari duit bukan jadi sukarelawan telat dipotong lembur ga dibayar ,x,Negatif
350,10 jt GenZ ga kerja bukan malas. Mereka korban kebijakan ...,x,Positif
351,@worksfess Ya silahkan pendukung si Gen Z berkomentar membela bla bla. Inget ujungnya Nyesel Terima GenZ . Ujungnya kalian susah cari kerja karena lebih pilih ambil yg milenial2 aja. Tuaan dikit gapapa tapi punya kemauan bekerja lebih dari sekedar hitunga,x,Negatif
352,Ga semua bgtu sih gue jg genz tp gue klo apply kerja serius bgt. Tp sejauh ini tiap gua buka loker......ya yg apply org2 bgtu smua. Tp millenial yg apply jg ada dan ternyata sama aja. Jd smua tergantung karakter,x,Positif
353,Minimal lapangan kerja yang layak lah sama perbanyak sikit sikit nyalahin genz sorry w bukan gen z. Cmn kesian temen yang gen z ada yg UMR kgk dpt. Gimana mau idup sendiri. Oke pasti ada yg malas tp pasti ada yg pgn kerja dptnya susah.,x,Positif
354,fact fact fact gen tua pasti emosi baca ini nanti bilang nya genz gak bisa kerja,x,Negatif
355,@tanyakanrl nder masih syukur cuma ditegur didepan customer. klo lo dikatain GenZ gatau kerja berhari² didepan karyawan senior lebih kena mental lagi. so stop ngelakuin kesahalan bodoh dan ngeluh seolah olah lo jadi korban ya,x,Negatif
356,susah emg kerja bareng genz maunya sendiri ,x,Negatif
357,anjjjjj tuh kan bener genz wkwkwkwk kelakuaaan baru 5 hari masuk kerja udah gone dia,x,Negatif
358,Rekan kerja nya kok genZ pusing deh dimana ego dan sifat narsistik nya masih sangat kuat.berasa hidup di dunia yang salah ni gue. #genz,x,Negatif
359,ngapain jg genz mikirin kerja kayak kiamat masih jauh aja,x,Negatif
360,@meinmokhtar GenZ rajin &amp,x,Positif
361,capek banget kerja sama genz dikasih tau ngelawan mulu kalo bener sih gapapa ,x,Negatif
362,Gk ingin men-generalisir tp aargh sekesel itu sama attitude genZ di tempat kerja,x,Negatif
363,Kasian banget genz disalah2in mulu. Genz yg gue kenal realitanya ada yg jam kerjanya 12 jam/hari. Ada yg jd admin olshop jam kerjanya juga 10 jam sehari tp liburnya cuma 2x sebulan. Plislah jan normalisasi jam kerja yg gak manusiawi. Ada2 aja kelakuan mahkluk.,x,Positif
364,@gastronusa iya nih bang tolong kasih tau para genZ amrik tolol ini dong yg populerin kerja cuma 8 jam sehari. Pasti pemikiran abang ini bisa jadi pioneer perubahan peradapan dunia kerja kita. https://t.co/SOpeicMSU6,x,Positif
365,@tanyarlfes Ya kenyataanya anak2 genZ pada manja..knapa lu pada panas.. effort kagak maunya kerja langsung enak,x,Negatif
366,@cvbycaca @tanyarlfes Perusahaanku pernah keluarin 4 org genz banyak tuntutan sedikit kerja sering banget libur alesannya cape.gaji harian minta bulanan udah dikasih bulanan Sabtu Minggu gak pernah masuk.,x,Negatif
367,Kalo ketemu genz ditempat kerja dengan level otak yang sama sih masih mending ya. Ketimbang ketemu genz dengan level otak yang gak setara. Capek banget dan buang2 waktu,x,Negatif
368,CIRI ORANG YG BILANG GENZ GAK BISA KERJA SOALNYA EMANG MEREKA YANG BANYAK MAUU,x,Positif
369,Sama halnya kaya generasi. Gen Z?pemalas kurang etika kerja sulit diajak berkomunikasi sedikit-sedikit penyakit mental. Apakah benar begitu? Faktanya dari orang-orang yang gua temuin justru banyak yang 180° dari itu semua termasuk diri gua sendiri.,x,Negatif
370,@tanyakanrl saya jg gen z tp benci sama yg respon gitu ke rekan kerja jangan mengeneralisasi lah nder. etika tuh tergantung keluarga dan lingkungan bukan generasi.,x,Positif
371,Setiap etika kerja gen z dibahas sadar yg namannya mayoritas itu gue introspeksi diri ngga bisa kasih pembelaan juga. Okelah tapi boleh ngga kasih generasi bawah sedikit harapan untuk kesejahteraan hidup dikiiiit aja.,x,Positif
372,setuju kalau makin muda generasi makin gaada sopan santun tp dr yg gua rasain ga gen z doang yg gini yg umur 30-40 kerja brg gua sebagai mitra bukan atasan jg pd gaada etika,x,Negatif
373,banyak juga generasi sebelum gen z yg gaada etika kerja &amp,x,Negatif
374,@kntlodoonn HRD julidin genZ kantoran yg gak bisa kerja minim etika dan mental lemah. Meanwhile di dunia per ojolan :,x,Negatif
375,@LunaticMe23 @spasisspasi @poin_opini Yah udah serah lu lah malas gw debat sama genZ skrg otak kgk ada isi tapi berasa paling paham. Semoga lu mengambil pelajaran dr hal ini ngotot cuma modal Googling gk bakal bikin lu sukses di dunia nyata/kerja. Udah Ca,x,Negatif
376,@mhuseinali Bang millenial itu udh masuk di usia matang yg pstinya udh lama di dunia kerja ini genZ jngnkan hura2 mau beli motor buat kebutuhan sehari2 aja sbnrnya belum mampu jd mau beli rumah itu berasa jauhhh bgt mskipun mau tp jauh bang jmn skrng mah,x,Negatif
377,Jujur yaa.. Boomer2 tu lebih Nyusahinnn dan gak bisa mikir daripada Gen Z Yang masih bilang GenZ jelek di dunia kerja?? Liat negara kita sekarang dah wkwk puncak komedi,x,Positif
378,Lambang perlawanan genz yg gamau diinjak-injak di dunia kerja,x,Negatif
379,Kk2 gue marah2 begini di hadapan gue lgsg (real) gue dikeroyok disudutin akibat dr anak buahnya (genZ) kl kerja ga bener. Cuma grgr gue genZ jdi digeneralisir klo gue jg kayak anak buahnya. DAMN meskipun sbnrnya obrolan ini tntg ngasi paham gue dunia kerja TTP AJA MAKNYESS,x,Negatif
380,@tanyakanrl Gue genz tapi sopan ke siapapun di lingkup formal dan ke siapapun yg memangnya harus dihormati. Bahkan yg lebih muda dari gue tetep gue perlakukan hormat krn menurut gue di dunia kerja itu sektor formal. So stop generalisir ya mohon maap,x,Positif
381,@bennysiauw89 Bukannya terbukti gmn GenZ yg umumnya brmental lbh rapuh sngt pengaruhi dunia kerja saat ini.. apalagi di jkt dgn pace dan stress lbh tinggi &amp,x,Negatif
382,Jangan sok nuntut genZ profesional kalo definisi etos kerja dan keadian di kantor aja masih pake sistem keluarga &amp,x,Positif
383,Jangan Mengecilkan Gen Z Generasi Kreatif yang Siap Berkembang Di Dunia Kerja https://t.co/6HtBwU4nDE #GenZ,x,Positif
384,@kegblgnunfaedh Sebenernya gabisa di generalisasi semua GenZ tapi ya dunia itu persaingan apalagi di dunia kerja yg bisa maju adalah yg mau kerja lebih keras dari yang lainnya .,x,Positif
385,Yang pasti member nj nih genz banget apalagi dia dari luar korea ngga biasa sama dunia kerja disana dan biasa dimanja. Padahal ketika jadi idol dia harus paham segala resiko kalo ngga mau nerima resiko itu ya jangan jadi idol. Masalah saingan atau apapun yang terjadi di,x,Negatif
386,WKWKWKWKWK hari ini kidding pa diding njirrr. Walaupun aku juga GenZ + umur masih kecil tapi aku lihat yang umurnya lebih muda dari aku kek kemlinti banget njirrrr apalagi yang baru masuk di dunia kerja kuli pabrik Kalo soal ngeluh tiap hari aku juga ngeluh,x,Negatif
